,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
morthond,0.9497762442702523,0.4421417890717293,0.3913909414422877,0.5261587391375396,0.7951198906503532,0.2531594988436173,0.29094723173705683,0.3939752912509037,0.5743032215058771,0.14747872467868473,0.07938431047268468,0.6605302565973863,0.6293025589440725,0.3911993967211519,0.0641484681559017,0.2162383650549896,0.24750368196828043,0.5567307634390867,0.7943602042946036,0.24689498396908305,0.18427476546517452,0.7666792939220951,0.6005643250038633,0.4018346788169336,0.3940344141645813,0.9695992435502526,0.12119775063189431,0.34767844640392265,0.9879169882881458,0.8289200551877859,0.8896636242904707,0.060812033390598486,0.7426967769623914,0.9288377302105038,0.09390173214140984,0.11809215523855132,0.31388354121978834,0.42797587696388895,0.5256173428941776,0.4531535241176837,0.3269632103406611,0.04837825944834995,0.25560559763602564,0.09538407044437247,0.608858254045041,0.439520236459945,0.571777891924026,0.010596988878990299,0.5695649578805072,0.7253733851561661
dnedain,0.9606852970475207,0.0886614188768663,0.6698270926124131,0.013698443365396384,0.4944738040082365,0.49139764054900426,0.5754632707539096,0.7415258396328243,0.7219442160680104,0.874142600208963,0.6118721916380051,0.8162922015668911,0.21472989776411855,0.09904027268745019,0.7263147270447871,0.559049663044705,0.23079429954208852,0.8817649475944312,0.14035743471148354,0.2233379443415371,0.35371531497424336,0.7858667412877937,0.6032490834140912,0.9994316124322933,0.36587411473845743,0.41097782612623013,0.5343371169064005,0.9682496706920759,0.6452454598145938,0.8708946865548395,0.3060058936597273,0.796731102415711,0.8544670061856275,0.7660515706188648,0.5830817550575469,0.5251702163568532,0.5413176566329457,0.2078747814802565,0.9928034213330784,0.5296832071942058,0.06316698937237208,0.9004590870628569,0.24752741151702107,0.4980891828640984,0.429428057060002,0.9086694430445313,0.6394694405424594,0.8741804330685689,0.8532571076258109,0.4967210573044435
pony's,0.5651188155430762,0.9539298989569273,0.8928686639520316,0.451629912719424,0.7385789268952982,0.9242570278633687,0.6657417317515107,0.5006644527827838,0.43686261026410833,0.7414337934519662,0.6969662877442038,0.7931790267091277,0.6178215749779066,0.4859476508353636,0.36518713892290033,0.07462380940688618,0.6866179456772032,0.8231413741070654,0.5366087488295461,0.9772499401041347,0.7454191710808982,0.5040200181144919,0.332841379434168,0.9891519583708632,0.6828930989985302,0.40275427558714905,0.35581913515693797,0.6672897666376112,0.9326684968854124,0.8950477190650075,0.010023698675714732,0.7640277412273216,0.5864369051323507,0.12846662382840124,0.5751246207560967,0.07798109208986548,0.42060396410730994,0.514152167946045,0.4670157435787182,0.6482521535315969,0.3467417325009221,0.02916408779789592,0.5189247715462577,0.6237187927563187,0.3865634344052985,0.23075421889487635,0.4307151868468384,0.385803268406674,0.7691534790190854,0.5912827714997644
palantnr,0.13109342342559094,0.36495745986414707,0.45834247270126727,0.07285121529375682,0.7638188782782634,0.13000842835653292,0.7186677038253926,0.7619688627386034,0.43593922040066857,0.29533571223715027,0.32786250741722534,0.2280902869635646,0.33480187041071696,0.2759539481090574,0.1878830758435156,0.7478481258895456,0.21298424407932903,0.7697250192605242,0.8291037107540686,0.009458450318627798,0.011965525436443358,0.4098918020031893,0.5428446291578248,0.9641151102689965,0.3307351307384174,0.04045114143207873,0.48998477040242605,0.029240054672279636,0.5765592009562929,0.9574395447037903,0.24414402371617494,0.5892936405102851,0.40810991265352903,0.9380039267733457,0.5482351665445818,0.06109437884943969,0.5574978978889383,0.316164385085135,0.9535813613570664,0.28277701619822926,0.6753347639906655,0.6242695005046989,0.5430928329809347,0.7902415029957512,0.5567965265063538,0.886412321415593,0.816604943973371,0.944287631166321,0.17056699026727484,0.2262410488847466
brandybucks,0.5309057664619878,0.8838185341259492,0.07147923930021383,0.2947878001230625,0.7107452505855184,0.8574025107577389,0.1786428465871419,0.7730968949842907,0.8278150629751228,0.13981821498284985,0.8065788209114795,0.5712672117507124,0.7836828957392162,0.5650641244833096,0.21456502196115823,0.11729704547783115,0.9167158046693709,0.9345838140489386,0.7996697596754236,0.14922483894207994,0.5644769441363551,0.8558483723821189,0.3842698141913198,0.28606545039960396,0.4273104596271683,0.6782584525387462,0.0368985565179244,0.76578525278051,0.9712395338480813,0.09945890200136398,0.9664296765834965,0.632372688597705,0.5921904160687358,0.6226822903189463,0.07239531383932807,0.7116510067294227,0.01377695199089135,0.6784278127822492,0.16131815393005444,0.021701782186850704,0.0008243752781175173,0.7146818295191876,0.57662996890437,0.3545458938364522,0.09377824445521288,0.9775921466988686,0.869927204833683,0.8292494234761533,0.817601435892245,0.4111014196645938
nowadays,0.1953198023630066,0.5718302496947154,0.4298704800528542,0.13077366188333972,0.7734672043500403,0.7420340540740977,0.10788338374119788,0.756349479319449,0.8375983670184892,0.8931171563933589,0.9117351803185965,0.14852730875056386,0.7394076708004363,0.18205605796232205,0.052586061932801687,0.07662418116373626,0.30390585805596526,0.43493110968606274,0.014436379103135444,0.37220607607466705,0.5779271719296621,0.25574683199708614,0.5145871679484302,0.8488554874708631,0.5334075373704132,0.1922828552240362,0.6300363245244373,0.22281516880972452,0.5096882087646318,0.4100320466042119,0.7332040876778088,0.44451253829361903,0.17059217577231534,0.8372206183805697,0.15726522360050887,0.32219562581550665,0.8384961772142085,0.8368704322595423,0.5766428437825091,0.9290971001055762,0.11317429118032862,0.9740225480164669,0.11188167479093347,0.015087924609696213,0.01543759198882344,0.028864695828509368,0.7042519061412118,0.9487863292601221,0.5964379018482642,0.9918517186764069
there's,0.05150554191178158,0.0022238656047025573,0.20327028579197537,0.4962204241521062,0.1270845217267449,0.9401923447698367,0.3045404148771711,0.6538152425727677,0.08479734047321952,0.5663680307857251,0.8884964490966276,0.29787479616728196,0.38908851682015744,0.008514052851183118,0.8277722683931522,0.2512029650248653,0.4204878822265664,0.06387849512797061,0.4708568531951879,0.16375991007671187,0.37099236739928343,0.1925484640036048,0.7171263067528496,0.9280955578475236,0.8922986878968968,0.9027628635532934,0.7455135191663965,0.3043604880179095,0.3105594866287469,0.11809250279060768,0.08611985496257701,0.42436040275282205,0.7737556116575537,0.7277537319744927,0.7639771353122374,0.3484268676957847,0.04239066715526729,0.6312747397848933,0.40648728886251995,0.37076593687092096,0.957112588778138,0.30496327245503585,0.9271522307807305,0.31803011365582934,0.9874508878129764,0.753858806856866,0.7081915213621465,0.4213317453511941,0.103885936030924,0.18308865758904214
isildur's,0.6735465511009378,0.07245182244697956,0.43180704768529465,0.8748524459682052,0.2333784343098092,0.49422402608056604,0.18205207209180163,0.29799671484459556,0.46533263065406083,0.48604191606896696,0.46034485626737787,0.4890924760792905,0.8065093369230516,0.6635441739957809,0.36628257527968855,0.3513499680162593,0.13556124181936613,0.3559420016031838,0.624812994238522,0.24648078674754903,0.23525911554565593,0.659946261175723,0.4430424961393419,0.9784570404202705,0.522829510098829,0.3555282948517078,0.6278886879920718,0.3475410126399645,0.9322699463659653,0.016656077027831784,0.9787428683561156,0.02355405522693832,0.1860827524501839,0.7866793057185586,0.1180860210006649,0.2635438832230732,0.2223944089380676,0.13834891371332803,0.19636588653816733,0.6525798797134916,0.752763886592295,0.6735965178908648,0.4538590626249226,0.6931741206683324,0.2512749175314126,0.5783436125658534,0.7717293835352911,0.5615646521340275,0.06348572998656166,0.7467117471032613
won't,0.9268441015129342,0.9840515522062147,0.9706353838127061,0.3086778869379062,0.5073580617167742,0.4241902388309776,0.7825068815762857,0.8835005459514408,0.2942385681621291,0.01827495402452539,0.1810010838416164,0.39849220112340356,0.27062665035013844,0.9890339980317169,0.7427780929445441,0.3413018170386738,0.8942564958463606,0.3762805639542739,0.27940841803501115,0.7310871083799299,0.31190298190124,0.8011216252294989,0.2961990458076301,0.9225080213129603,0.32939144085974303,0.9665054951295543,0.7887890400761642,0.35705693925572723,0.09320221836405074,0.5160553505687098,0.4872919069130971,0.1625590301011164,0.7137175604761472,0.39599242669056367,0.017773355016269088,0.8946963152001816,0.3043723641042376,0.04114587027937455,0.840694535992302,0.36114958800227337,0.06949153036545852,0.04806320555976251,0.6413661542694676,0.12243811772133506,0.06296708182632538,0.7503327742754422,0.4155322812597273,0.42261993751812466,0.9108327397619171,0.6379723055632152
uglk,0.7451393930241899,0.46904144465413966,0.5742681968821729,0.9118437433795689,0.009437150608765377,0.1761642375421244,0.19406288085843681,0.9754516039221389,0.7825683572903016,0.9734528910614751,0.9079507331384975,0.8685008027160815,0.7912134056194297,0.4436878476487782,0.33838648522225423,0.020175241974562774,0.12390244227639857,0.002925863019743069,0.15048786758353783,0.6619129152913518,0.3173133922457856,0.12652316520783902,0.7105352940478664,0.4217022237843283,0.09241849507181443,0.35844516162174156,0.20802429132217137,0.34169116002441013,0.6625153084090575,0.06610702727024198,0.23237145318023888,0.8931460030813276,0.7581566944088878,0.9067144593926275,0.7600602759958758,0.4978007120155443,0.1437150850840747,0.5758996568046603,0.20292462814478385,0.29249064873263453,0.8318129448123622,0.4481879347957789,0.7213031754585052,0.586912525592646,0.7375401873291467,0.43196354735739717,0.6706545528158011,0.5507621449650353,0.20514139392803943,0.665846161451592
oliphaunt,0.7682254764311319,0.5620389173277225,0.836367950238382,0.21596574116707046,0.6164370374315655,0.8284176591317819,0.42981359029886934,0.3393444334129059,0.8830123565748438,0.9778047690093357,0.1799178642240843,0.6356195340254567,0.49854166128369237,0.04730086647535936,0.5314193067100194,0.3343669726662739,0.15923734415225987,0.044426929525676284,0.4797821695005562,0.08811931807516915,0.8209539688300134,0.9805044231947951,0.3040574714747618,0.7187471575604037,0.0045582241183098615,0.1961318998304391,0.6890435726138605,0.7120546227805781,0.8414363131462749,0.7376003295767273,0.06500703155425624,0.10058368583374033,0.14966582503855896,0.34552926342787305,0.7664417317361311,0.697725190126843,0.5448289819478449,0.7068784229096057,0.04210479682453738,0.3379717085373287,0.9324052402592159,0.7858492676502057,0.03678447888443215,0.5863092840115471,0.5877371052345514,0.12204920541084374,0.30665700157030285,0.9711973287476743,0.23583285673423826,0.7158581239749777
beregond,0.9228491521597968,0.5463268476972893,0.8964951214576328,0.061033163148452085,0.5000916795320891,0.35604481591715353,0.580436247480125,0.7843167924278175,0.26055592085805734,0.44857518947911124,0.8762571655258176,0.5881191133372987,0.22771854850364304,0.7030257906431698,0.05368237262353892,0.8195579133775575,0.34979791613404165,0.6402491554762607,0.055720363656191485,0.6886357164517909,0.9585147879670949,0.6369179063452907,0.4755901538846232,0.8786199266239662,0.03602435218971234,0.8984445736378112,0.844248243814293,0.004387851008413768,0.18487887244680168,0.13985085080888093,0.9023234533302961,0.01338307968343233,0.3737297349589487,0.28722501466591976,0.7542148186205356,0.9621176871864318,0.8179487659656526,0.5413745779139969,0.9121916252002901,0.1870530246343366,0.629847726651066,0.22055271562379763,0.043484682778999195,0.2523169398954118,0.8095300326882477,0.36401132619825627,0.1418349338112399,0.36884042847184373,0.43107434275921264,0.2509101992800724
halbarad,0.44383512196158237,0.12513995286607071,0.6426823423119702,0.6055845901341425,0.4972641338254479,0.6623159831256231,0.3270048065977521,0.9116216169283228,0.4850915673873071,0.8962157959848199,0.9508070241734162,0.5843965823337763,0.7946709089532178,0.9115525905893375,0.6197510471717769,0.7863053628089218,0.970972602417687,0.5964567576492847,0.44992098538624303,0.47226982531171735,0.6965345887906753,0.9253675039024856,0.3914798635051506,0.1924633463263088,0.3064999417807437,0.023288906000764276,0.4756808272388242,0.40781614666645516,0.33300671393937487,0.9596168066149726,0.3552809887472772,0.6959918756794701,0.5896508367889923,0.754004017401764,0.4064380141222159,0.10059741115951226,0.9451785657292604,0.43340096807521267,0.6447930142056899,0.05782394999181428,0.22490695831114949,0.384698624844918,0.7027486585919522,0.2547823132955598,0.6632474327225648,0.9086664991111626,0.6199061953210719,0.4844256551060854,0.1527179610343904,0.532115367339042
morgai,0.6428892445649406,0.1873015550055831,0.7746346357540941,0.10965459714454429,0.10354792045496108,0.7520598532361261,0.8459692315384699,0.7012860925539443,0.7170341762774742,0.6409318326362647,0.5870521434185328,0.2308115803889832,0.7915863366215736,0.5883335344598492,0.8421336423489958,0.8097775140271332,0.2249011472805177,0.5177314777356532,0.1539195766598509,0.06108455106435262,0.13639096764086567,0.7857890394663694,0.5059978675574307,0.712614978533318,0.8103523484620014,0.04908465489251623,0.6572268061957679,0.14907812310705915,0.8067893918795972,0.3835357153836001,0.4488810320491686,0.07558396971138681,0.9984408511169999,0.6237804467581379,0.04290734999184931,0.6952904037570422,0.10832525483702227,0.6053282453032474,0.3764991915768817,0.6726182040833585,0.3415345989308328,0.36156412395207027,0.3276072445078686,0.3051115246831384,0.2374585759196215,0.8331381133482137,0.37117881486839577,0.012551991199419077,0.9539120212944718,0.8935720405814455
night's,0.593229221348457,0.3773735316893633,0.392452086536932,0.9690229033521357,0.398256444321729,0.7759259247120105,0.18850445940607619,0.26826657074731963,0.8612368601481512,0.7680240198282706,0.7852399981618884,0.5801392453565484,0.837871378156871,0.796630982224945,0.46084346278483623,0.9246369620016758,0.5666147799825455,0.4862926569652065,0.20167629931954423,0.09462247269355839,0.8453016865642756,0.22319544273844738,0.0931836614788214,0.6891358492891929,0.42000579469498134,0.9338230793079418,0.8707419810514042,0.4102318288635942,0.8349609727313915,0.05494494274841344,0.521603877524189,0.26614323737154566,0.5549406984881472,0.8814795949987596,0.6217426332556247,0.07582114236363235,0.8115989093039333,0.8310444840056087,0.6278275004789253,0.7026647436253114,0.45909815991424796,0.4480509251230146,0.6955283782670335,0.08420429924994355,0.11327502423831359,0.8780324946745891,0.7310831895265608,0.04503177868177377,0.5260502795382549,0.7293166330521309
entmoot,0.21484393653302247,0.46429814910926526,0.11113111092575112,0.9847610692847452,0.8456104988311046,0.03749232580841577,0.4456372849703242,0.9862325223846701,0.14951964533352402,0.5500602129621154,0.2465147803162393,0.8193442552489532,0.10581995532579258,0.9243079887897109,0.275285131316518,0.8215422851950521,0.8125300460398021,0.3176361764338752,0.7120902910177571,0.7667696218910062,0.8025718969808977,0.5818213053283232,0.14574496379382307,0.6319223006233101,0.9022534819378566,0.15330369447708347,0.7607940379395468,0.582252002317625,0.6025658769295029,0.7038665888803488,0.164971198675943,0.37124741602424094,0.5939619684334048,0.8963480071540837,0.008363536204261113,0.18020481139765843,0.4475163941763327,0.9013862208543489,0.8648426363311031,0.5714856215745803,0.8110711321418849,0.27200969368104333,0.5187790531326738,0.6719281218200241,0.004728061870568734,0.44958941991924894,0.981497082103067,0.07470758418495593,0.12756173989357422,0.43342139877547814
smials,0.10534345594740924,0.6992990740946396,0.8667034310318757,0.8065713572211693,0.24677983628566125,0.7932076215290332,0.5014330861044485,0.6547276411488652,0.256553230432387,0.8781833852293043,0.009251629138951722,0.2657733408419466,0.4895954811122042,0.6774236042794083,0.30697952903908454,0.7572120214596203,0.0986579046091226,0.8034574360024241,0.5474202763885805,0.8483678960153433,0.27734656752126785,0.03830571385263237,0.4257222705790642,0.8266901097212571,0.17410938587359626,0.3892082789505915,0.009539825343286013,0.6214579396662064,0.5670871744450519,0.35852619294045196,0.5642470827254272,0.6799262592540916,0.8194522479424263,0.05090949080067553,0.025146759224313975,0.5372100258667165,0.7579222792818138,0.4613725522217452,0.03430382969304091,0.4222727909891083,0.23161474862616627,0.3294888821207522,0.9945983169786735,0.12802387452937336,0.4797818523072821,0.38123313559232697,0.4972154136706345,0.3209636003785039,0.3356745666698123,0.11055490168736826
southfarthing,0.30357308997218446,0.794024872260122,0.4746869498516947,0.7062821893354656,0.051097492772944064,0.7258030773215948,0.7878630899191162,0.24606269907879463,0.12938382775164547,0.4656982624252376,0.6957188982647421,0.1620921825592453,0.6965890932639066,0.8781844797183621,0.314411375962388,0.9884555737863948,0.6743164995268371,0.21486984327077774,0.8059761854176929,0.663874685339268,0.31568265916989957,0.5705879281761547,0.2891746308253056,0.9646250389897862,0.1413619471412102,0.5895199543193017,0.9111501115429758,0.3870043071498678,0.26508008945656103,0.3218058725796613,0.958604883801586,0.09385166858564464,0.9467582578997754,0.1936047965986536,0.4937427063803469,0.7104330417102123,0.7382322931897277,0.783993041761838,0.2091348194561955,0.3711430064572423,0.37476122650563526,0.7813344329737797,0.9986483611088396,0.8854632497958024,0.9654341307075395,0.33699226506688507,0.11234009776646492,0.7278808363993213,0.08301571044760314,0.2414462948355226
isn't,0.4874894641927813,0.8229138726398059,0.3837610073552422,0.45220029728286737,0.7481558914576063,0.44443816713412065,0.06753022917370755,0.9277536115292291,0.9041112873568866,0.11412049910645772,0.3345092883674817,0.13679519161984033,0.5330089670450109,0.7268278505462077,0.3426942283554274,0.20221362832340772,0.7439805386122478,0.5369117872611816,0.7015864331129216,0.5546658297573904,0.027750257565124725,0.06816507205400713,0.3797608129380029,0.4428538347533387,0.8943528033539175,0.21152169746835903,0.28730068865103175,0.12299876981584357,0.18761100137573272,0.7636043537215996,0.5086195007188445,0.4665673543912797,0.5695731844869669,0.9233475675801545,0.7395029441022896,0.10400968757786533,0.27858597340129976,0.9021275674924916,0.2637607661764473,0.9216559311293006,0.9207508240946134,0.5578756410883604,0.18077671641410142,0.3185851390208927,0.025822813667720546,0.923512344999788,0.07403352094194449,0.55997209626326,0.10150922442552857,0.7731541250538769
he'll,0.48707067942038607,0.024686403139195234,0.011580397354962302,0.15126294412943864,0.765140178574223,0.996504905877054,0.2748955732782863,0.9812068249728274,0.7972321982160654,0.7057964268199807,0.9486540863103908,0.8743400016542114,0.43009117294692123,0.6919437296270068,0.31059116752188987,0.521120344058471,0.950364637436041,0.8552049332251827,0.17783116259572418,0.5112034601393427,0.6025812550977674,0.7880311371247491,0.8982166714475378,0.6028318848365171,0.9318125471824144,0.006294187798530193,0.33125038561856834,0.7988947622125916,0.6823900319062542,0.8745811843271346,0.8233447348102972,0.7252794246540075,0.30676659270512396,0.4160087321651561,0.05631801550418225,0.07089905567686317,0.6316016223275827,0.1776271170189878,0.6146736902970744,0.2980423013054626,0.5380547077964386,0.6327250140064186,0.8419010908358215,0.43984870861513914,0.15858624540801514,0.4791669019718817,0.531308033229167,0.11898366845995523,0.46810879901973934,0.9765797424426109
henneth,0.9941168697838435,0.7055946898838502,0.09931302538014153,0.24027957253635435,0.41357015853755186,0.43596579996441376,0.8231716210769524,0.05609501542135675,0.9352994159498598,0.2091435345406466,0.4785012147328931,0.9855417718310006,0.887905201668809,0.9367272061072066,0.2394673501232395,0.5579127086901287,0.030604265938707687,0.010036472961382104,0.827655981804507,0.9779686603290086,0.6827280785795802,0.1433362551971311,0.6854058155204349,0.1713634224460321,0.01099767340974056,0.434204698924329,0.4280215323268999,0.9968408589828915,0.4545334590637713,0.5485235908172202,0.9194405285478612,0.789705015179858,0.2020368759444625,0.59910505594447,0.4335772619794891,0.6249994586155528,0.848097579511042,0.9134534154740801,0.41386941694533974,0.599230513095107,0.5607961798942139,0.6142289068480864,0.051107937921077484,0.2570816278554844,0.5168485009189725,0.946209387026525,0.30446629501344946,0.7976903236689267,0.12392584284117936,0.4696446881569557
lurien,0.19489801981616284,0.037059125756832456,0.2919410319743462,0.47154950280376084,0.1212649774299599,0.3319184638220892,0.5384654483627095,0.30961502118731854,0.8646559120135945,0.8460427709598337,0.1970911321872748,0.995655545136319,0.21120339904782082,0.5006289885780846,0.5814675138256837,0.5564641107652619,0.9301219317439524,0.8222623624452932,0.6129896302040212,0.03777383282349844,0.4785975398979445,0.8992816407306288,0.005861876577793024,0.36363261305772765,0.4093575644937668,0.14655340327786948,0.6921046458378797,0.39959273836225095,0.989615459789269,0.034490075649806995,0.2394262854638558,0.18917036481177696,0.3165451887185874,0.8668389123326667,0.526543288631325,0.4801431610695026,0.6185390479752926,0.6458235840007842,0.38290907812650643,0.02029500546672902,0.6433234287351204,0.6210161538886423,0.879934717311789,0.08185780564221412,0.4036912060648865,0.11767773505591483,0.016555100312925064,0.028281909182911624,0.801313309572497,0.007408208095478708
edoras,0.690889365766135,0.9678614338058956,0.554646427119385,0.9542051201475595,0.9395335194386878,0.6434596384663532,0.9322835311326357,0.9571444698647933,0.7652277294485159,0.5502021565936043,0.7393868784582176,0.5446879534961746,0.540062586392287,0.366487399729868,0.07176879325157648,0.6066045794174816,0.18576817560557202,0.8014935008323865,0.27207938870428794,0.1809400638594688,0.6950000794556387,0.583968029693317,0.9752383164402734,0.49809324126146315,0.5923387971732788,0.722612524267339,0.46358547657851656,0.44703489893360515,0.5645669982111091,0.8132029166589737,0.44786310050221123,0.23323187111527122,0.456909020605225,0.9181375788536899,0.9345615183296468,0.22745043306515422,0.2948070399641496,0.9091420751199784,0.3596728890818581,0.1069647526573394,0.9604913491907048,0.5655316271875324,0.1510566689341949,0.27757507940737136,0.10410224606559648,0.02925376410188807,0.5386641451491863,0.3378565990337651,0.2820803415611147,0.531669161479641
wasn't,0.42919716801204344,0.21802076371479018,0.9133029180156913,0.7823710847633432,0.47984960359567375,0.1779752231329209,0.1415370836806381,0.6841288756981617,0.001203960254547387,0.2734430517090738,0.9758337646306895,0.7490163416465757,0.3630131907206947,0.9227298846082096,0.09815824726986044,0.20080899187212897,0.3016710980749565,0.2125094608207697,0.2274875927132931,0.7738699201437091,0.5392595081115524,0.20862125908930063,0.8124255255361712,0.5890467457761569,0.133455825628507,0.4362703920571017,0.5618648162154513,0.11230048072172816,0.006789170918944154,0.47952568030380927,0.6401128524676022,0.6869637470939867,0.5735595635185639,0.5773794239904181,0.19987876218330325,0.8870746708748636,0.8397259552670557,0.2471621130368019,0.5945601248230326,0.5265431753596953,0.2001238535671691,0.12158300431917701,0.5203392637643766,0.9388287459249602,0.08109305401625977,0.8631236429562846,0.40202493425246744,0.5612777408006996,0.2689033268296033,0.7146594674609261
unscathed,0.5850918121325673,0.020671844120108585,0.0011019427806883142,0.8319092236370813,0.8701601846734334,0.6446067151816475,0.4219452601442587,0.5734671376036444,0.6706754683673527,0.640067151857464,0.5107845491577977,0.7599398831176409,0.3974229680956024,0.08021360034493774,0.3549991053259073,0.5201983827327562,0.7806478702056139,0.7661321495985616,0.001724898468991487,0.1789239544828557,0.7902232026413725,0.8753407899867656,0.19379924468041365,0.5215385023938142,0.30423580422794516,0.05613103199904956,0.4560045866497465,0.22079753956917447,0.37473358537596857,0.8649411830816338,0.47350927399902665,0.6584432314895415,0.9515956907318144,0.36359065716190786,0.07825393917218337,0.1385880567565465,0.3643190088441859,0.7309323925945365,0.0637988230874027,0.582392966000518,0.15569115774511466,0.07926067865735686,0.9151901673700908,0.8857626606809552,0.9984300918374245,0.6562284402444555,0.3111764226639556,0.594458787735927,0.8737502681126391,0.29352417187023616
bifur,0.31070351401714347,0.6564931887442327,0.6977952909888737,0.24787477491759669,0.5578019307435661,0.40562566815037127,0.9855781281794526,0.5797803181419007,0.49956952288261913,0.1495396204236058,0.847739237163135,0.9259763442875931,0.5025068659857106,0.27525566458263895,0.3550264650014535,0.5553575548072877,0.5927347589037615,0.5972160936575972,0.44083752630831907,0.12962697955279523,0.4498676078414434,0.4881804845799377,0.36475943319613136,0.5199121903672708,0.028757926240615794,0.9492942652429995,0.3574019948277486,0.17771933955707753,0.040802481421668424,0.5303972242652044,0.3225272788051581,0.8681597789978538,0.199860556638068,0.9542166045461198,0.4609664051198802,0.5035073114369134,0.1285765086480294,0.3362130056383017,0.036630402843982335,0.7545663622236664,0.8388848881095098,0.9396113632856942,0.9140568546289983,0.4360538718580882,0.993236820504296,0.31637986873334745,0.5609634950830152,0.4791045427168872,0.0853772648164588,0.7751890017409269
crickhollow,0.6429346681711916,0.3527034374005511,0.037255491512882544,0.7132794785405419,0.8258638764801823,0.38221256715326246,0.5565250831243168,0.4826073889216773,0.7782315996586401,0.09282793939284872,0.5567683691803164,0.5751840928223835,0.3675539643663186,0.712542859983727,0.012104175022094155,0.3996086987309988,0.11987212071338127,0.7455002085015718,0.6377303318458254,0.9576695867492541,0.2447790320243488,0.10105086916108874,0.3559483743936711,0.2659271939846135,0.7820009575562681,0.8078645905820074,0.5063184624631545,0.6137648202134827,0.1514683682164054,0.10129190526727361,0.14520638311391976,0.5636412419240531,0.619809296046228,0.21313919481721189,0.3825304935116941,0.8775385136611128,0.20134931844949777,0.9837463475970549,0.32793486063864663,0.8376997714531274,0.10664297711838189,0.5808084157808371,0.49171160464679753,0.9506661182960634,0.40106269752585977,0.3026744867350418,0.011598268771791598,0.1803075732436784,0.9556955737082291,0.7451257422017671
weathertop,0.056010809356812574,0.22545929918172547,0.6047603644064719,0.4572392325495104,0.19136233565601568,0.37252025491142027,0.2084859069610332,0.653468050010556,0.3601242998921067,0.5543502705918592,0.8132633557047431,0.34351107522290125,0.6599120722247571,0.9956335254673333,0.6452683773088383,0.997140974641467,0.8488230247256584,0.9192571553751148,0.3245955143831031,0.28826510701584307,0.2499837404751959,0.22123578988446901,0.8795364897339418,0.824314006036041,0.8374249076927399,0.777355253261539,0.08134229384001768,0.5143831551384449,0.6856549835295476,0.05104219678206101,0.6486714793100691,0.11153185378238084,0.12169195681278833,0.15101141894749437,0.045163144382807885,0.17864506692363447,0.5499450804392043,0.2333616273804464,0.6344405904167407,0.010026829216910338,0.16454776205062027,0.9705080500407235,0.13928065024768987,0.10587032937505447,0.6465095766018186,0.5490209895006857,0.8085391542495454,0.07326957612389051,0.8880446397387783,0.7131170414007191
they'll,0.9988186046671301,0.7159954914398382,0.649570075942345,0.16658861216470267,0.16142469666514903,0.9088350612969649,0.15336952006194582,0.49181865007812287,0.8501967527962438,0.36847633243173294,0.47913363383666774,0.2564053374871327,0.8176442475815628,0.06574911544342876,0.5228917142531666,0.49441182402782013,0.34213097725109,0.5096987462095901,0.12802230633395162,0.213093541029445,0.19570421216857048,0.8134356114695624,0.31077052867413746,0.002142199665326805,0.8424401902407476,0.5873290849848017,0.5687962428023755,0.8964333369485384,0.6741241580682997,0.08079987650123477,0.26275073437765817,0.8043327414956448,0.9269339790054842,0.6352232281359563,0.06249493284483376,0.24238306357889006,0.373393759251747,0.5137991685697012,0.25119681868035926,0.46229062347304584,0.9429030783627044,0.02929099654439904,0.575208209878538,0.25269192745873537,0.16631737551400638,0.4385873969008425,0.8640079938552345,0.8100324459127228,0.30591949629143356,0.4147120729191536
galadhrim,0.9100486010545568,0.36623913302500255,0.349035196062924,0.4399331174725236,0.5137809300533307,0.3032594658402955,0.46416295861637846,0.9014130720929715,0.8468477406730598,0.42350282447445897,0.34445125012714717,0.7249430967495399,0.033071393635095925,0.22786739704025027,0.20656993265232249,0.2607568357081853,0.5192448383488657,0.24149766993056376,0.9651236012169965,0.05602539066962808,0.7883909253114024,0.2517057864434187,0.9494743962732963,0.5232928993645272,0.026238214940133453,0.9926608350442089,0.336442009351653,0.3033811010083536,0.1668251185860805,0.8869545994029772,0.28685071870292134,0.9808441116576467,0.27248384156226335,0.5419234590013039,0.14892519082949773,0.8984604650051133,0.5305938074676507,0.3678302599643386,0.3108133285606024,0.3022536909378335,0.10397891549664529,0.9244261582252564,0.3839863534223701,0.7147989820471041,0.7563050758565789,0.6311309083778519,0.9041550979326902,0.3295330151228222,0.19446274914650052,0.8069876561339601
